Business ID,Business Name,Submarket,Timezone,Time Now,Google Link,,Initial Contact Number Scrape
,The Sandbox,San Diego,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=The%Sandbox+San%Diego,,"1000636561, 8068076681, (858) 272-7263, 3777174143, 2022080215"
,Taqueria Habanero,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Taqueria%Habanero+Washington,%D.C",,(202) 722-7700
,University of Beer,Sacramento,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=University%of%Beer+Sacramento,,"(916) 306-5577, 1523587404, 1123994900, 916-996-4844, 7648171664"
,Huey's,Memphis,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Huey's+Memphis,,"9692370158, 8993324839, 7398898200, 2832307981"
,Bad Daddy's Burger Bar,Raleigh,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Bad%Daddy's%Burger%Bar+Raleigh,,"7295244972, 1817490031, (984) 233-5880, 1352269874, 2018063838, 5243020581"
,Griddle 24,Chicago,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Griddle%24+Chicago,,"1000638644, (872) 259-9602, (312) 943-2424"
,Quaker Steak & Lube,Youngstown,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Quaker%Steak%&%Lube+Youngstown,,"4547959602, 3047880889, 1733013008, 844-397-8419, 3134787428"
,Wasabi,Des Moines,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Wasabi+Des%Moines,,"7593406606, 515-777-3636, 1379493795, 7363216800, 2983848285"
,Acapulco Mexican Restaurant Y Cantina,Cincinnati,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Acapulco%Mexican%Restaurant%Y%Cantina+Cincinnati,,"1458721660, 2040188306, 0982701240, 3954707267, 1715373773, (513) 874-5777"
,BC's Pizza & Beer,Fresno,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=BC's%Pizza%&%Beer+Fresno,,"1000876308, (313) 388-3888"
,Jalapeno's Mexican Restaurant,Savannah,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Jalapeno's%Mexican%Restaurant+Savannah,,"1611325693, 5503964151, 7219136685, 1066053141, 1083037320"
,TOA Asian Fusion,Long Island - Suffolk,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=TOA%Asian%Fusion+Long%Island%-%Suffolk,,"4626713590, 1000553767, 8724345887, 190719-2312, (631) 673-7377, 1217031918, 1501593092, 1141512282, 3600582207"
,Kuma's Corner,Chicago,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Kuma's%Corner+Chicago,,"7189361777, 4630931504, 1459234451"
,Canopy Road Cafe,Tampa,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Canopy%Road%Cafe+Tampa,,"(813) 420-0267, (813) 644-7079"
